ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000661.SZ,20190102,176.01,177.65,168.5,170.1,175.0,-4.9,-2.8,20023.39,343300.713
000661.SZ,20190103,170.0,170.97,167.04,167.92,170.1,-2.18,-1.2816,18944.75,320530.775
000661.SZ,20190104,167.88,175.32,165.33,172.5,167.92,4.58,2.7275,22634.25,386302.389
000661.SZ,20190107,173.32,176.31,172.3,175.48,172.5,2.98,1.7275,15874.58,276921.533
000661.SZ,20190108,175.48,177.34,172.58,175.5,175.48,0.02,0.0114,12149.3,213163.616
000661.SZ,20190109,176.0,183.83,174.11,178.83,175.5,3.33,1.8974,21348.43,384035.464
000661.SZ,20190110,178.7,179.36,176.18,177.1,178.83,-1.73,-0.9674,14047.9,249271.737
000661.SZ,20190111,178.26,179.77,176.6,178.03,177.1,0.93,0.5251,10029.82,178360.751
000661.SZ,20190114,177.4,179.0,167.5,169.91,178.03,-8.12,-4.561,25135.76,432019.227
000661.SZ,20190115,171.0,183.12,170.0,183.0,169.91,13.09,7.7041,33997.57,609305.77
000661.SZ,20190116,183.08,188.3,180.5,184.94,183.0,1.94,1.0601,23473.43,433598.174
000661.SZ,20190117,185.9,188.5,183.5,185.8,184.94,0.86,0.465,16365.12,304836.067
000661.SZ,20190118,186.29,194.44,186.29,193.35,185.8,7.55,4.0635,22084.05,422218.925
000661.SZ,20190121,193.35,195.89,190.5,191.5,193.35,-1.85,-0.9568,19963.41,384584.288
000661.SZ,20190122,191.81,191.81,186.38,187.51,191.5,-3.99,-2.0836,11992.38,225618.445
000661.SZ,20190123,186.49,189.4,186.02,188.5,187.51,0.99,0.528,8896.54,167249.0
000661.SZ,20190124,188.38,190.5,182.0,189.2,188.5,0.7,0.3714,14416.48,270328.704
000661.SZ,20190125,187.8,191.85,187.18,190.0,189.2,0.8,0.4228,11783.07,223987.864
000661.SZ,20190128,190.0,192.97,184.8,187.0,190.0,-3.0,-1.5789,14324.67,270630.386
000661.SZ,20190129,185.2,189.68,185.19,186.88,187.0,-0.12,-0.0642,13645.37,256006.958
000661.SZ,20190130,186.46,189.28,183.33,184.18,186.88,-2.7,-1.4448,9965.45,185024.916
000661.SZ,20190131,185.08,186.99,183.38,185.87,184.18,1.69,0.9176,10897.09,202080.882
000661.SZ,20190201,186.0,195.8,186.0,194.69,185.87,8.82,4.7453,20914.68,401468.46
000661.SZ,20190211,193.77,204.87,193.7,202.23,194.69,7.54,3.8728,21661.94,430255.932
000661.SZ,20190212,201.64,207.74,201.11,206.85,202.23,4.62,2.2845,17734.23,365603.944
000661.SZ,20190213,207.99,213.88,206.61,212.0,206.85,5.15,2.4897,20589.3,434222.548
000661.SZ,20190214,210.1,213.0,208.52,210.14,212.0,-1.86,-0.8774,13488.13,283474.994
000661.SZ,20190215,211.29,212.99,206.04,206.84,210.14,-3.3,-1.5704,15299.91,319367.978
000661.SZ,20190218,208.5,218.0,208.5,216.49,206.84,9.65,4.6654,17530.41,375814.094
000661.SZ,20190219,216.4,218.66,209.11,209.7,216.49,-6.79,-3.1364,19876.15,423434.024
000661.SZ,20190220,210.4,213.0,206.01,208.74,209.7,-0.96,-0.4578,17986.69,375098.124
000661.SZ,20190221,208.5,211.87,205.5,205.5,208.74,-3.24,-1.5522,18873.91,393369.52
000661.SZ,20190222,205.41,226.05,205.3,226.05,205.5,20.55,10.0,38328.48,836435.686
000661.SZ,20190307,248.66,248.66,248.66,248.66,226.05,22.61,10.0022,4043.78,100552.633
000661.SZ,20190308,273.53,273.53,273.53,273.53,248.66,24.87,10.0016,3639.73,99557.534
000661.SZ,20190311,288.22,290.0,260.0,285.46,273.53,11.93,4.3615,118571.48,3317862.443
000661.SZ,20190312,282.01,288.0,275.4,278.99,285.46,-6.47,-2.2665,43930.92,1237989.68
000661.SZ,20190313,278.5,278.6,265.51,271.92,278.99,-7.07,-2.5341,38462.65,1044449.542
000661.SZ,20190314,274.0,284.49,271.99,280.0,271.92,8.08,2.9715,35930.79,998710.607
000661.SZ,20190315,279.97,292.9,275.0,288.99,280.0,8.99,3.2107,29874.44,849771.014
000661.SZ,20190318,288.57,302.8,288.5,302.0,288.99,13.01,4.5019,43452.23,1294592.569
000661.SZ,20190319,297.95,299.99,291.4,293.99,302.0,-8.01,-2.6523,24156.15,712471.223
000661.SZ,20190320,292.0,293.0,283.03,288.75,293.99,-5.24,-1.7824,20702.38,596350.496
000661.SZ,20190321,288.19,297.26,285.98,295.2,288.75,6.45,2.2338,22137.23,645654.431
000661.SZ,20190322,292.1,298.63,286.0,295.3,295.2,0.1,0.0339,15409.88,452922.758
000661.SZ,20190325,289.0,303.33,288.02,291.3,295.3,-4.0,-1.3546,18914.96,557343.15
000661.SZ,20190326,291.58,296.7,283.1,284.9,291.3,-6.4,-2.197,15845.25,458410.162
000661.SZ,20190327,300.17,309.8,296.18,306.52,284.9,21.62,7.5886,42285.8,1280932.26
000661.SZ,20190328,304.0,311.94,302.7,306.99,306.52,0.47,0.1533,21762.46,666624.13
000661.SZ,20190329,305.93,319.0,305.08,316.99,306.99,10.0,3.2574,26455.04,829924.62
000661.SZ,20190401,314.0,324.9,314.0,323.09,316.99,6.1,1.9244,26459.21,843631.17
000661.SZ,20190402,324.0,324.0,309.02,311.12,323.09,-11.97,-3.7049,26499.14,829061.482
000661.SZ,20190403,311.0,314.0,305.0,309.29,311.12,-1.83,-0.5882,19778.74,609223.732
000661.SZ,20190404,308.99,311.0,304.5,308.49,309.29,-0.8,-0.2587,16132.42,496368.079
000661.SZ,20190408,308.49,311.89,304.11,307.88,308.49,-0.61,-0.1977,20573.79,631523.855
000661.SZ,20190409,308.6,308.88,303.5,306.0,307.88,-1.88,-0.6106,14395.19,439940.527
