ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688981.SH,20200716,95.0,95.0,80.0,82.92,27.46,55.46,201.9665,5521039.02,47967171.062
688981.SH,20200717,79.0,84.9,75.0,77.06,82.92,-5.86,-7.0671,2194715.88,17388147.968
688981.SH,20200720,77.19,80.51,70.02,79.17,77.06,2.11,2.7381,2285833.38,17005228.356
688981.SH,20200721,78.3,82.89,77.77,78.63,79.17,-0.54,-0.6821,1618732.71,12977663.937
688981.SH,20200722,77.8,81.78,77.2,79.57,78.63,0.94,1.1955,1339427.9,10682494.191
688981.SH,20200723,78.01,79.72,75.85,78.78,79.57,-0.79,-0.9928,1229369.78,9546577.667
688981.SH,20200724,77.5,78.12,71.52,71.95,78.78,-6.83,-8.6697,1301677.75,9696538.245
688981.SH,20200727,72.67,73.81,70.02,70.82,71.95,-1.13,-1.5705,791105.6,5664810.635
688981.SH,20200728,72.82,75.16,72.03,72.56,70.82,1.74,2.4569,810405.94,5953460.57
688981.SH,20200729,71.9,75.2,71.6,75.07,72.56,2.51,3.4592,868857.69,6433711.649
688981.SH,20200730,75.27,76.39,73.2,75.69,75.07,0.62,0.8259,994265.82,7438275.441
688981.SH,20200731,74.9,84.99,74.81,82.21,75.69,6.52,8.6141,1572507.73,12432836.612
688981.SH,20200803,85.4,87.88,83.77,84.0,82.21,1.79,2.1774,1433260.6,12270869.807
688981.SH,20200804,84.3,84.49,80.2,81.08,84.0,-2.92,-3.4762,855062.77,6998693.516
688981.SH,20200805,87.0,87.0,82.58,83.0,81.08,1.92,2.368,1172417.44,9904635.975
688981.SH,20200806,82.0,85.88,81.11,84.82,83.0,1.82,2.1928,1012036.06,8489473.945
688981.SH,20200807,83.3,83.3,78.92,80.47,84.82,-4.35,-5.1285,1118274.66,9061987.196
688981.SH,20200810,78.32,79.65,76.86,77.89,80.47,-2.58,-3.2062,723054.15,5639742.272
688981.SH,20200811,77.8,78.8,76.33,76.4,77.89,-1.49,-1.913,544647.74,4223043.162
688981.SH,20200812,76.33,76.92,73.78,75.23,76.4,-1.17,-1.5314,554110.63,4144760.848
688981.SH,20200813,75.81,76.66,74.86,75.18,75.23,-0.05,-0.0665,378661.75,2870501.848
688981.SH,20200814,75.0,75.77,74.45,75.55,75.18,0.37,0.4922,299918.72,2253491.524
688981.SH,20200817,75.0,76.45,74.0,76.02,75.55,0.47,0.6221,571345.97,4296284.508
688981.SH,20200818,76.18,76.18,74.09,74.28,76.02,-1.74,-2.2889,605516.64,4516831.42
688981.SH,20200819,74.0,74.0,71.77,71.84,74.28,-2.44,-3.2849,609652.9,4418995.213
688981.SH,20200820,71.2,73.09,70.86,72.1,71.84,0.26,0.3619,343108.25,2482309.622
688981.SH,20200821,72.71,72.93,71.5,71.87,72.1,-0.23,-0.319,255001.6,1838554.528
688981.SH,20200824,72.0,72.85,70.72,72.0,71.87,0.13,0.1809,356382.95,2556129.998
688981.SH,20200825,72.29,72.8,70.8,70.82,72.0,-1.18,-1.6389,351481.3,2513313.21
688981.SH,20200826,70.69,71.45,65.51,66.26,70.82,-4.56,-6.4389,837036.05,5705034.065
688981.SH,20200827,65.89,68.6,63.89,67.23,66.26,0.97,1.4639,629411.0,4164490.641
688981.SH,20200828,67.8,68.19,66.21,66.78,67.23,-0.45,-0.6693,413416.74,2766297.451
688981.SH,20200831,66.9,67.8,66.67,66.68,66.78,-0.1,-0.1497,325629.58,2183774.588
688981.SH,20200901,66.3,66.47,65.01,65.35,66.68,-1.33,-1.9946,324094.15,2123804.422
688981.SH,20200902,65.5,65.54,64.02,64.17,65.35,-1.18,-1.8057,369392.59,2383392.075
688981.SH,20200903,64.19,65.48,63.03,65.08,64.17,0.91,1.4181,554351.01,3565232.628
688981.SH,20200904,63.9,67.54,63.51,66.28,65.08,1.2,1.8439,534807.01,3542112.251
688981.SH,20200907,61.4,62.2,58.66,58.8,66.28,-7.48,-11.2855,1275863.61,7667763.487
688981.SH,20200908,58.2,58.8,57.28,57.55,58.8,-1.25,-2.1259,511819.85,2964123.933
688981.SH,20200909,56.6,56.82,54.11,54.11,57.55,-3.44,-5.9774,661991.04,3653673.516
688981.SH,20200910,54.8,55.4,52.76,52.78,54.11,-1.33,-2.458,390404.35,2112378.698
688981.SH,20200911,52.78,55.49,52.66,55.23,52.78,2.45,4.6419,434022.79,2356657.943
688981.SH,20200914,55.61,56.25,54.8,54.88,55.23,-0.35,-0.6337,346829.72,1925020.234
